model,model_paper,defense,defense_paper,metric,suite,value_pct,value_raw
gpt-4o-mini,GPT-4o mini,tool_filter,Tool Filter,utility_under_attack,shopping,0.0,0.00
gpt-4o-mini,GPT-4o mini,tool_filter,Tool Filter,utility_under_attack,github,8.89,8.89
gpt-4o-mini,GPT-4o mini,tool_filter,Tool Filter,utility_under_attack,dailylife,5.5,5.50
gpt-4o,GPT-4o,tool_filter,Tool Filter,utility_under_attack,overall,4.91,4.91
gpt-4o,GPT-4o,tool_filter,Tool Filter,utility_under_attack,shopping,0.0,0.00
gpt-4o,GPT-4o,tool_filter,Tool Filter,utility_under_attack,github,7.22,7.22
gpt-4o,GPT-4o,tool_filter,Tool Filter,utility_under_attack,dailylife,7.5,7.50
gpt-5.1,GPT-5.1,tool_filter,Tool Filter,utility_under_attack,overall,3.67,3.67
gpt-5.1,GPT-5.1,tool_filter,Tool Filter,utility_under_attack,shopping,0.0,0.00
gpt-5.1,GPT-5.1,tool_filter,Tool Filter,utility_under_attack,github,10.0,10.00
gpt-5.1,GPT-5.1,tool_filter,Tool Filter,utility_under_attack,dailylife,1.0,1.00
gpt-5-mini,GPT-5-mini,tool_filter,Tool Filter,utility_under_attack,overall,0.0,0.00
gpt-5-mini,GPT-5-mini,tool_filter,Tool Filter,utility_under_attack,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,tool_filter,Tool Filter,utility_under_attack,github,0.0,0.00
gpt-5-mini,GPT-5-mini,tool_filter,Tool Filter,utility_under_attack,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,tool_filter,Tool Filter,utility_under_attack,overall,0.93,0.93
gemini-2.5-pro,Gemini-2.5 Pro,tool_filter,Tool Filter,utility_under_attack,shopping,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,tool_filter,Tool Filter,utility_under_attack,github,2.78,2.78
gemini-2.5-pro,Gemini-2.5 Pro,tool_filter,Tool Filter,utility_under_attack,dailylife,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,tool_filter,Tool Filter,utility_under_attack,overall,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,tool_filter,Tool Filter,utility_under_attack,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,tool_filter,Tool Filter,utility_under_attack,github,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,tool_filter,Tool Filter,utility_under_attack,dailylife,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,tool_filter,Tool Filter,utility_under_attack,overall,0.5,0.50
claude-sonnet-3.5,Claude-Sonnet-3.5,tool_filter,Tool Filter,utility_under_attack,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,tool_filter,Tool Filter,utility_under_attack,github,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,tool_filter,Tool Filter,utility_under_attack,dailylife,1.5,1.50
claude-sonnet-4.5,Claude-Sonnet-4.5,tool_filter,Tool Filter,utility_under_attack,overall,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,tool_filter,Tool Filter,utility_under_attack,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,tool_filter,Tool Filter,utility_under_attack,github,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,tool_filter,Tool Filter,utility_under_attack,dailylife,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,tool_filter,Tool Filter,utility_under_attack,overall,0.33,0.33
qwen3-235b,Qwen3 235B-A22B,tool_filter,Tool Filter,utility_under_attack,shopping,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,tool_filter,Tool Filter,utility_under_attack,github,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,tool_filter,Tool Filter,utility_under_attack,dailylife,1.0,1.00
llama-3.3-70b,Llama 3.3 70B,tool_filter,Tool Filter,utility_under_attack,overall,4.65,4.65
llama-3.3-70b,Llama 3.3 70B,tool_filter,Tool Filter,utility_under_attack,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,tool_filter,Tool Filter,utility_under_attack,github,4.44,4.44
llama-3.3-70b,Llama 3.3 70B,tool_filter,Tool Filter,utility_under_attack,dailylife,9.5,9.50
qwen3-coder,Qwen3-Coder,tool_filter,Tool Filter,utility_under_attack,overall,4.13,4.13
qwen3-coder,Qwen3-Coder,tool_filter,Tool Filter,utility_under_attack,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,tool_filter,Tool Filter,utility_under_attack,github,8.89,8.89
qwen3-coder,Qwen3-Coder,tool_filter,Tool Filter,utility_under_attack,dailylife,3.5,3.50
kimi-k2.5,Kimi-K2.5,tool_filter,Tool Filter,utility_under_attack,overall,2.0,2.00
kimi-k2.5,Kimi-K2.5,tool_filter,Tool Filter,utility_under_attack,shopping,0.0,0.00
kimi-k2.5,Kimi-K2.5,tool_filter,Tool Filter,utility_under_attack,github,5.0,5.00
kimi-k2.5,Kimi-K2.5,tool_filter,Tool Filter,utility_under_attack,dailylife,1.0,1.00
gpt-4o-mini,GPT-4o mini,camel,CaMeL,utility_under_attack,overall,0.0,0.00
gpt-4o-mini,GPT-4o mini,camel,CaMeL,utility_under_attack,shopping,0.0,0.00
gpt-4o-mini,GPT-4o mini,camel,CaMeL,utility_under_attack,github,0.0,0.00
gpt-4o-mini,GPT-4o mini,camel,CaMeL,utility_under_attack,dailylife,0.0,0.00
gpt-4o,GPT-4o,camel,CaMeL,utility_under_attack,overall,0.0,0.00
gpt-4o,GPT-4o,camel,CaMeL,utility_under_attack,shopping,0.0,0.00
gpt-4o,GPT-4o,camel,CaMeL,utility_under_attack,github,0.0,0.00
gpt-4o,GPT-4o,camel,CaMeL,utility_under_attack,dailylife,0.0,0.00
gpt-5.1,GPT-5.1,camel,CaMeL,utility_under_attack,overall,0.0,0.00
gpt-5.1,GPT-5.1,camel,CaMeL,utility_under_attack,shopping,0.0,0.00
gpt-5.1,GPT-5.1,camel,CaMeL,utility_under_attack,github,0.0,0.00
gpt-5.1,GPT-5.1,camel,CaMeL,utility_under_attack,dailylife,0.0,0.00
gpt-5-mini,GPT-5-mini,camel,CaMeL,utility_under_attack,overall,0.0,0.00
gpt-5-mini,GPT-5-mini,camel,CaMeL,utility_under_attack,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,camel,CaMeL,utility_under_attack,github,0.0,0.00
gpt-5-mini,GPT-5-mini,camel,CaMeL,utility_under_attack,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,camel,CaMeL,utility_under_attack,overall,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,camel,CaMeL,utility_under_attack,shopping,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,camel,CaMeL,utility_under_attack,github,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,camel,CaMeL,utility_under_attack,dailylife,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,camel,CaMeL,utility_under_attack,overall,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,camel,CaMeL,utility_under_attack,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,camel,CaMeL,utility_under_attack,github,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,camel,CaMeL,utility_under_attack,dailylife,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,camel,CaMeL,utility_under_attack,overall,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,camel,CaMeL,utility_under_attack,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,camel,CaMeL,utility_under_attack,github,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,camel,CaMeL,utility_under_attack,dailylife,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,camel,CaMeL,utility_under_attack,overall,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,camel,CaMeL,utility_under_attack,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,camel,CaMeL,utility_under_attack,github,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,camel,CaMeL,utility_under_attack,dailylife,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,camel,CaMeL,utility_under_attack,overall,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,camel,CaMeL,utility_under_attack,shopping,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,camel,CaMeL,utility_under_attack,github,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,camel,CaMeL,utility_under_attack,dailylife,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,camel,CaMeL,utility_under_attack,overall,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,camel,CaMeL,utility_under_attack,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,camel,CaMeL,utility_under_attack,github,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,camel,CaMeL,utility_under_attack,dailylife,0.0,0.00
qwen3-coder,Qwen3-Coder,camel,CaMeL,utility_under_attack,overall,0.0,0.00
qwen3-coder,Qwen3-Coder,camel,CaMeL,utility_under_attack,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,camel,CaMeL,utility_under_attack,github,0.0,0.00
qwen3-coder,Qwen3-Coder,camel,CaMeL,utility_under_attack,dailylife,0.0,0.00
kimi-k2.5,Kimi-K2.5,camel,CaMeL,utility_under_attack,overall,0.0,0.00
kimi-k2.5,Kimi-K2.5,camel,CaMeL,utility_under_attack,shopping,0.0,0.00
kimi-k2.5,Kimi-K2.5,camel,CaMeL,utility_under_attack,github,0.0,0.00
kimi-k2.5,Kimi-K2.5,camel,CaMeL,utility_under_attack,dailylife,0.0,0.00
gpt-4o-mini,GPT-4o mini,progent,Progent,utility_under_attack,overall,3.83,3.83
gpt-4o-mini,GPT-4o mini,progent,Progent,utility_under_attack,shopping,0.0,0.00
gpt-4o-mini,GPT-4o mini,progent,Progent,utility_under_attack,github,10.0,10.00
gpt-4o-mini,GPT-4o mini,progent,Progent,utility_under_attack,dailylife,1.5,1.50
gpt-4o,GPT-4o,progent,Progent,utility_under_attack,overall,5.83,5.83
gpt-4o,GPT-4o,progent,Progent,utility_under_attack,shopping,0.56,0.56
gpt-4o,GPT-4o,progent,Progent,utility_under_attack,github,14.44,14.44
gpt-4o,GPT-4o,progent,Progent,utility_under_attack,dailylife,2.5,2.50
gpt-5.1,GPT-5.1,progent,Progent,utility_under_attack,overall,14.98,14.98
gpt-5.1,GPT-5.1,progent,Progent,utility_under_attack,shopping,5.56,5.56
gpt-5.1,GPT-5.1,progent,Progent,utility_under_attack,github,28.89,28.89
gpt-5.1,GPT-5.1,progent,Progent,utility_under_attack,dailylife,10.5,10.50
gpt-5-mini,GPT-5-mini,progent,Progent,utility_under_attack,overall,17.63,17.63
gpt-5-mini,GPT-5-mini,progent,Progent,utility_under_attack,shopping,11.67,11.67
gpt-5-mini,GPT-5-mini,progent,Progent,utility_under_attack,github,27.22,27.22
gpt-5-mini,GPT-5-mini,progent,Progent,utility_under_attack,dailylife,14.0,14.00
gemini-2.5-pro,Gemini-2.5 Pro,progent,Progent,utility_under_attack,overall,16.06,16.06
gemini-2.5-pro,Gemini-2.5 Pro,progent,Progent,utility_under_attack,shopping,10.56,10.56
gemini-2.5-pro,Gemini-2.5 Pro,progent,Progent,utility_under_attack,github,26.11,26.11
gemini-2.5-pro,Gemini-2.5 Pro,progent,Progent,utility_under_attack,dailylife,11.5,11.50
gemini-2.5-flash,Gemini-2.5 Flash,progent,Progent,utility_under_attack,overall,2.04,2.04
gemini-2.5-flash,Gemini-2.5 Flash,progent,Progent,utility_under_attack,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,progent,Progent,utility_under_attack,github,6.11,6.11
gemini-2.5-flash,Gemini-2.5 Flash,progent,Progent,utility_under_attack,dailylife,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,progent,Progent,utility_under_attack,overall,10.63,10.63
claude-sonnet-3.5,Claude-Sonnet-3.5,progent,Progent,utility_under_attack,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,progent,Progent,utility_under_attack,github,23.89,23.89
claude-sonnet-3.5,Claude-Sonnet-3.5,progent,Progent,utility_under_attack,dailylife,8.0,8.00
claude-sonnet-4.5,Claude-Sonnet-4.5,progent,Progent,utility_under_attack,overall,14.46,14.46
claude-sonnet-4.5,Claude-Sonnet-4.5,progent,Progent,utility_under_attack,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,progent,Progent,utility_under_attack,github,23.89,23.89
claude-sonnet-4.5,Claude-Sonnet-4.5,progent,Progent,utility_under_attack,dailylife,19.5,19.50
qwen3-235b,Qwen3 235B-A22B,progent,Progent,utility_under_attack,overall,2.19,2.19
qwen3-235b,Qwen3 235B-A22B,progent,Progent,utility_under_attack,shopping,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,progent,Progent,utility_under_attack,github,0.56,0.56
qwen3-235b,Qwen3 235B-A22B,progent,Progent,utility_under_attack,dailylife,6.0,6.00
llama-3.3-70b,Llama 3.3 70B,progent,Progent,utility_under_attack,overall,2.28,2.28
llama-3.3-70b,Llama 3.3 70B,progent,Progent,utility_under_attack,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,progent,Progent,utility_under_attack,github,3.33,3.33
llama-3.3-70b,Llama 3.3 70B,progent,Progent,utility_under_attack,dailylife,3.5,3.50
qwen3-coder,Qwen3-Coder,progent,Progent,utility_under_attack,overall,8.33,8.33
qwen3-coder,Qwen3-Coder,progent,Progent,utility_under_attack,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,progent,Progent,utility_under_attack,github,20.0,20.00
qwen3-coder,Qwen3-Coder,progent,Progent,utility_under_attack,dailylife,5.0,5.00
kimi-k2.5,Kimi-K2.5,progent,Progent,utility_under_attack,overall,26.35,26.35
kimi-k2.5,Kimi-K2.5,progent,Progent,utility_under_attack,shopping,2.78,2.78
kimi-k2.5,Kimi-K2.5,progent,Progent,utility_under_attack,github,38.33,38.33
kimi-k2.5,Kimi-K2.5,progent,Progent,utility_under_attack,dailylife,37.93,37.93
gpt-4o-mini,GPT-4o mini,drift,DRIFT,utility_under_attack,overall,19.31,19.31
gpt-4o-mini,GPT-4o mini,drift,DRIFT,utility_under_attack,shopping,12.22,12.22
gpt-4o-mini,GPT-4o mini,drift,DRIFT,utility_under_attack,github,32.22,32.22
gpt-4o-mini,GPT-4o mini,drift,DRIFT,utility_under_attack,dailylife,13.5,13.50
gpt-4o,GPT-4o,drift,DRIFT,utility_under_attack,overall,27.09,27.09
gpt-4o,GPT-4o,drift,DRIFT,utility_under_attack,shopping,19.44,19.44
gpt-4o,GPT-4o,drift,DRIFT,utility_under_attack,github,33.33,33.33
gpt-4o,GPT-4o,drift,DRIFT,utility_under_attack,dailylife,28.5,28.50
gpt-5.1,GPT-5.1,drift,DRIFT,utility_under_attack,overall,6.12,6.12
gpt-5.1,GPT-5.1,drift,DRIFT,utility_under_attack,shopping,1.11,1.11
gpt-5.1,GPT-5.1,drift,DRIFT,utility_under_attack,github,12.24,12.24
gpt-5.1,GPT-5.1,drift,DRIFT,utility_under_attack,dailylife,5.0,5.00
gpt-5-mini,GPT-5-mini,drift,DRIFT,utility_under_attack,overall,17.17,17.17
gpt-5-mini,GPT-5-mini,drift,DRIFT,utility_under_attack,shopping,18.89,18.89
gpt-5-mini,GPT-5-mini,drift,DRIFT,utility_under_attack,github,21.11,21.11
gpt-5-mini,GPT-5-mini,drift,DRIFT,utility_under_attack,dailylife,11.5,11.50
gemini-2.5-pro,Gemini-2.5 Pro,drift,DRIFT,utility_under_attack,overall,33.04,33.04
gemini-2.5-pro,Gemini-2.5 Pro,drift,DRIFT,utility_under_attack,shopping,24.44,24.44
gemini-2.5-pro,Gemini-2.5 Pro,drift,DRIFT,utility_under_attack,github,36.67,36.67
gemini-2.5-pro,Gemini-2.5 Pro,drift,DRIFT,utility_under_attack,dailylife,38.0,38.00
gemini-2.5-flash,Gemini-2.5 Flash,drift,DRIFT,utility_under_attack,overall,12.41,12.41
gemini-2.5-flash,Gemini-2.5 Flash,drift,DRIFT,utility_under_attack,shopping,10.0,10.00
gemini-2.5-flash,Gemini-2.5 Flash,drift,DRIFT,utility_under_attack,github,17.22,17.22
gemini-2.5-flash,Gemini-2.5 Flash,drift,DRIFT,utility_under_attack,dailylife,10.0,10.00
claude-sonnet-3.5,Claude-Sonnet-3.5,drift,DRIFT,utility_under_attack,overall,34.0,34.00
claude-sonnet-3.5,Claude-Sonnet-3.5,drift,DRIFT,utility_under_attack,shopping,21.67,21.67
claude-sonnet-3.5,Claude-Sonnet-3.5,drift,DRIFT,utility_under_attack,github,38.33,38.33
claude-sonnet-3.5,Claude-Sonnet-3.5,drift,DRIFT,utility_under_attack,dailylife,42.0,42.00
claude-sonnet-4.5,Claude-Sonnet-4.5,drift,DRIFT,utility_under_attack,overall,27.19,27.19
claude-sonnet-4.5,Claude-Sonnet-4.5,drift,DRIFT,utility_under_attack,shopping,2.78,2.78
claude-sonnet-4.5,Claude-Sonnet-4.5,drift,DRIFT,utility_under_attack,github,42.78,42.78
claude-sonnet-4.5,Claude-Sonnet-4.5,drift,DRIFT,utility_under_attack,dailylife,36.0,36.00
qwen3-235b,Qwen3 235B-A22B,drift,DRIFT,utility_under_attack,overall,33.19,33.19
qwen3-235b,Qwen3 235B-A22B,drift,DRIFT,utility_under_attack,shopping,27.78,27.78
qwen3-235b,Qwen3 235B-A22B,drift,DRIFT,utility_under_attack,github,42.78,42.78
qwen3-235b,Qwen3 235B-A22B,drift,DRIFT,utility_under_attack,dailylife,29.0,29.00
llama-3.3-70b,Llama 3.3 70B,drift,DRIFT,utility_under_attack,overall,8.96,8.96
llama-3.3-70b,Llama 3.3 70B,drift,DRIFT,utility_under_attack,shopping,5.56,5.56
llama-3.3-70b,Llama 3.3 70B,drift,DRIFT,utility_under_attack,github,18.33,18.33
llama-3.3-70b,Llama 3.3 70B,drift,DRIFT,utility_under_attack,dailylife,3.0,3.00
qwen3-coder,Qwen3-Coder,drift,DRIFT,utility_under_attack,overall,19.98,19.98
qwen3-coder,Qwen3-Coder,drift,DRIFT,utility_under_attack,shopping,2.22,2.22
qwen3-coder,Qwen3-Coder,drift,DRIFT,utility_under_attack,github,37.22,37.22
qwen3-coder,Qwen3-Coder,drift,DRIFT,utility_under_attack,dailylife,20.5,20.50
kimi-k2.5,Kimi-K2.5,drift,DRIFT,utility_under_attack,overall,22.44,22.44
kimi-k2.5,Kimi-K2.5,drift,DRIFT,utility_under_attack,shopping,18.33,18.33
kimi-k2.5,Kimi-K2.5,drift,DRIFT,utility_under_attack,github,25.33,25.33
kimi-k2.5,Kimi-K2.5,drift,DRIFT,utility_under_attack,dailylife,24.0,24.00
gpt-4o-mini,GPT-4o mini,none,None,asr,overall,50.0,50.00
gpt-4o-mini,GPT-4o mini,none,None,asr,shopping,28.89,28.89
gpt-4o-mini,GPT-4o mini,none,None,asr,github,41.11,41.11
gpt-4o-mini,GPT-4o mini,none,None,asr,dailylife,80.0,80.00
gpt-4o,GPT-4o,none,None,asr,overall,37.8,37.80
gpt-4o,GPT-4o,none,None,asr,shopping,25.0,25.00
gpt-4o,GPT-4o,none,None,asr,github,18.89,18.89
gpt-4o,GPT-4o,none,None,asr,dailylife,69.5,69.50
gpt-5.1,GPT-5.1,none,None,asr,overall,4.96,4.96
gpt-5.1,GPT-5.1,none,None,asr,shopping,1.67,1.67
gpt-5.1,GPT-5.1,none,None,asr,github,2.22,2.22
gpt-5.1,GPT-5.1,none,None,asr,dailylife,11.0,11.00
gpt-5-mini,GPT-5-mini,none,None,asr,overall,0.37,0.37
gpt-5-mini,GPT-5-mini,none,None,asr,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,none,None,asr,github,1.11,1.11
gpt-5-mini,GPT-5-mini,none,None,asr,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,none,None,asr,overall,20.61,20.61
gemini-2.5-pro,Gemini-2.5 Pro,none,None,asr,shopping,15.0,15.00
gemini-2.5-pro,Gemini-2.5 Pro,none,None,asr,github,13.33,13.33
gemini-2.5-pro,Gemini-2.5 Pro,none,None,asr,dailylife,33.5,33.50
gemini-2.5-flash,Gemini-2.5 Flash,none,None,asr,overall,37.61,37.61
gemini-2.5-flash,Gemini-2.5 Flash,none,None,asr,shopping,14.44,14.44
gemini-2.5-flash,Gemini-2.5 Flash,none,None,asr,github,23.89,23.89
gemini-2.5-flash,Gemini-2.5 Flash,none,None,asr,dailylife,74.5,74.50
claude-sonnet-3.5,Claude-Sonnet-3.5,none,None,asr,overall,11.89,11.89
claude-sonnet-3.5,Claude-Sonnet-3.5,none,None,asr,shopping,2.78,2.78
claude-sonnet-3.5,Claude-Sonnet-3.5,none,None,asr,github,13.89,13.89
claude-sonnet-3.5,Claude-Sonnet-3.5,none,None,asr,dailylife,19.0,19.00
claude-sonnet-4.5,Claude-Sonnet-4.5,none,None,asr,overall,0.87,0.87
claude-sonnet-4.5,Claude-Sonnet-4.5,none,None,asr,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,none,None,asr,github,1.11,1.11
claude-sonnet-4.5,Claude-Sonnet-4.5,none,None,asr,dailylife,1.5,1.50
qwen3-235b,Qwen3 235B-A22B,none,None,asr,overall,22.67,22.67
qwen3-235b,Qwen3 235B-A22B,none,None,asr,shopping,5.0,5.00
qwen3-235b,Qwen3 235B-A22B,none,None,asr,github,20.0,20.00
qwen3-235b,Qwen3 235B-A22B,none,None,asr,dailylife,43.0,43.00
llama-3.3-70b,Llama 3.3 70B,none,None,asr,overall,11.91,11.91
llama-3.3-70b,Llama 3.3 70B,none,None,asr,shopping,2.22,2.22
llama-3.3-70b,Llama 3.3 70B,none,None,asr,github,5.0,5.00
llama-3.3-70b,Llama 3.3 70B,none,None,asr,dailylife,28.5,28.50
qwen3-coder,Qwen3-Coder,none,None,asr,overall,14.61,14.61
qwen3-coder,Qwen3-Coder,none,None,asr,shopping,10.0,10.00
qwen3-coder,Qwen3-Coder,none,None,asr,github,13.33,13.33
qwen3-coder,Qwen3-Coder,none,None,asr,dailylife,20.5,20.50
kimi-k2.5,Kimi-K2.5,none,None,asr,overall,11.65,11.65
kimi-k2.5,Kimi-K2.5,none,None,asr,shopping,7.22,7.22
kimi-k2.5,Kimi-K2.5,none,None,asr,github,17.22,17.22
kimi-k2.5,Kimi-K2.5,none,None,asr,dailylife,10.5,10.50
gpt-4o-mini,GPT-4o mini,repeat_user_prompt,Prompt Sandwiching,asr,overall,33.8,33.80
gpt-4o-mini,GPT-4o mini,repeat_user_prompt,Prompt Sandwiching,asr,shopping,15.56,15.56
gpt-4o-mini,GPT-4o mini,repeat_user_prompt,Prompt Sandwiching,asr,github,18.33,18.33
gpt-4o-mini,GPT-4o mini,repeat_user_prompt,Prompt Sandwiching,asr,dailylife,67.5,67.50
gpt-4o,GPT-4o,repeat_user_prompt,Prompt Sandwiching,asr,overall,31.17,31.17
gpt-4o,GPT-4o,repeat_user_prompt,Prompt Sandwiching,asr,shopping,19.44,19.44
gpt-4o,GPT-4o,repeat_user_prompt,Prompt Sandwiching,asr,github,15.56,15.56
gpt-4o,GPT-4o,repeat_user_prompt,Prompt Sandwiching,asr,dailylife,58.5,58.50
gpt-5.1,GPT-5.1,repeat_user_prompt,Prompt Sandwiching,asr,overall,1.2,1.20
gpt-5.1,GPT-5.1,repeat_user_prompt,Prompt Sandwiching,asr,shopping,0.0,0.00
gpt-5.1,GPT-5.1,repeat_user_prompt,Prompt Sandwiching,asr,github,1.11,1.11
gpt-5.1,GPT-5.1,repeat_user_prompt,Prompt Sandwiching,asr,dailylife,2.5,2.50
gpt-5-mini,GPT-5-mini,repeat_user_prompt,Prompt Sandwiching,asr,overall,0.37,0.37
gpt-5-mini,GPT-5-mini,repeat_user_prompt,Prompt Sandwiching,asr,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,repeat_user_prompt,Prompt Sandwiching,asr,github,1.11,1.11
gpt-5-mini,GPT-5-mini,repeat_user_prompt,Prompt Sandwiching,asr,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,repeat_user_prompt,Prompt Sandwiching,asr,overall,23.94,23.94
gemini-2.5-pro,Gemini-2.5 Pro,repeat_user_prompt,Prompt Sandwiching,asr,shopping,20.0,20.00
gemini-2.5-pro,Gemini-2.5 Pro,repeat_user_prompt,Prompt Sandwiching,asr,github,18.33,18.33
gemini-2.5-pro,Gemini-2.5 Pro,repeat_user_prompt,Prompt Sandwiching,asr,dailylife,33.5,33.50
gemini-2.5-flash,Gemini-2.5 Flash,repeat_user_prompt,Prompt Sandwiching,asr,overall,18.22,18.22
gemini-2.5-flash,Gemini-2.5 Flash,repeat_user_prompt,Prompt Sandwiching,asr,shopping,6.11,6.11
gemini-2.5-flash,Gemini-2.5 Flash,repeat_user_prompt,Prompt Sandwiching,asr,github,15.56,15.56
gemini-2.5-flash,Gemini-2.5 Flash,repeat_user_prompt,Prompt Sandwiching,asr,dailylife,33.0,33.00
claude-sonnet-3.5,Claude-Sonnet-3.5,repeat_user_prompt,Prompt Sandwiching,asr,overall,11.26,11.26
claude-sonnet-3.5,Claude-Sonnet-3.5,repeat_user_prompt,Prompt Sandwiching,asr,shopping,5.0,5.00
claude-sonnet-3.5,Claude-Sonnet-3.5,repeat_user_prompt,Prompt Sandwiching,asr,github,12.78,12.78
claude-sonnet-3.5,Claude-Sonnet-3.5,repeat_user_prompt,Prompt Sandwiching,asr,dailylife,16.0,16.00
claude-sonnet-4.5,Claude-Sonnet-4.5,repeat_user_prompt,Prompt Sandwiching,asr,overall,0.37,0.37
claude-sonnet-4.5,Claude-Sonnet-4.5,repeat_user_prompt,Prompt Sandwiching,asr,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,repeat_user_prompt,Prompt Sandwiching,asr,github,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,repeat_user_prompt,Prompt Sandwiching,asr,dailylife,1.11,1.11
qwen3-235b,Qwen3 235B-A22B,repeat_user_prompt,Prompt Sandwiching,asr,overall,25.7,25.70
qwen3-235b,Qwen3 235B-A22B,repeat_user_prompt,Prompt Sandwiching,asr,shopping,11.11,11.11
qwen3-235b,Qwen3 235B-A22B,repeat_user_prompt,Prompt Sandwiching,asr,github,20.0,20.00
qwen3-235b,Qwen3 235B-A22B,repeat_user_prompt,Prompt Sandwiching,asr,dailylife,46.0,46.00
llama-3.3-70b,Llama 3.3 70B,repeat_user_prompt,Prompt Sandwiching,asr,overall,9.96,9.96
llama-3.3-70b,Llama 3.3 70B,repeat_user_prompt,Prompt Sandwiching,asr,shopping,1.67,1.67
llama-3.3-70b,Llama 3.3 70B,repeat_user_prompt,Prompt Sandwiching,asr,github,2.22,2.22
llama-3.3-70b,Llama 3.3 70B,repeat_user_prompt,Prompt Sandwiching,asr,dailylife,26.0,26.00
qwen3-coder,Qwen3-Coder,repeat_user_prompt,Prompt Sandwiching,asr,overall,17.7,17.70
qwen3-coder,Qwen3-Coder,repeat_user_prompt,Prompt Sandwiching,asr,shopping,11.11,11.11
qwen3-coder,Qwen3-Coder,repeat_user_prompt,Prompt Sandwiching,asr,github,15.0,15.00
qwen3-coder,Qwen3-Coder,repeat_user_prompt,Prompt Sandwiching,asr,dailylife,27.0,27.00
kimi-k2.5,Kimi-K2.5,repeat_user_prompt,Prompt Sandwiching,asr,overall,5.43,5.43
kimi-k2.5,Kimi-K2.5,repeat_user_prompt,Prompt Sandwiching,asr,shopping,3.89,3.89
kimi-k2.5,Kimi-K2.5,repeat_user_prompt,Prompt Sandwiching,asr,github,8.89,8.89
