model,model_paper,defense,defense_paper,metric,suite,value_pct,value_raw
gemini-2.5-flash,Gemini-2.5 Flash,prompt_guard_2_detector,PromptGuard2,benign_utility,overall,26.67,26.67
gemini-2.5-flash,Gemini-2.5 Flash,prompt_guard_2_detector,PromptGuard2,benign_utility,shopping,10.0,10.00
gemini-2.5-flash,Gemini-2.5 Flash,prompt_guard_2_detector,PromptGuard2,benign_utility,github,25.0,25.00
gemini-2.5-flash,Gemini-2.5 Flash,prompt_guard_2_detector,PromptGuard2,benign_utility,dailylife,45.0,45.00
claude-sonnet-3.5,Claude-Sonnet-3.5,prompt_guard_2_detector,PromptGuard2,benign_utility,overall,56.67,56.67
claude-sonnet-3.5,Claude-Sonnet-3.5,prompt_guard_2_detector,PromptGuard2,benign_utility,shopping,45.0,45.00
claude-sonnet-3.5,Claude-Sonnet-3.5,prompt_guard_2_detector,PromptGuard2,benign_utility,github,70.0,70.00
claude-sonnet-3.5,Claude-Sonnet-3.5,prompt_guard_2_detector,PromptGuard2,benign_utility,dailylife,55.0,55.00
claude-sonnet-4.5,Claude-Sonnet-4.5,prompt_guard_2_detector,PromptGuard2,benign_utility,overall,70.0,70.00
claude-sonnet-4.5,Claude-Sonnet-4.5,prompt_guard_2_detector,PromptGuard2,benign_utility,shopping,50.0,50.00
claude-sonnet-4.5,Claude-Sonnet-4.5,prompt_guard_2_detector,PromptGuard2,benign_utility,github,70.0,70.00
claude-sonnet-4.5,Claude-Sonnet-4.5,prompt_guard_2_detector,PromptGuard2,benign_utility,dailylife,90.0,90.00
qwen3-235b,Qwen3 235B-A22B,prompt_guard_2_detector,PromptGuard2,benign_utility,overall,15.0,15.00
qwen3-235b,Qwen3 235B-A22B,prompt_guard_2_detector,PromptGuard2,benign_utility,shopping,5.0,5.00
qwen3-235b,Qwen3 235B-A22B,prompt_guard_2_detector,PromptGuard2,benign_utility,github,10.0,10.00
qwen3-235b,Qwen3 235B-A22B,prompt_guard_2_detector,PromptGuard2,benign_utility,dailylife,30.0,30.00
llama-3.3-70b,Llama 3.3 70B,prompt_guard_2_detector,PromptGuard2,benign_utility,overall,8.33,8.33
llama-3.3-70b,Llama 3.3 70B,prompt_guard_2_detector,PromptGuard2,benign_utility,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,prompt_guard_2_detector,PromptGuard2,benign_utility,github,5.0,5.00
llama-3.3-70b,Llama 3.3 70B,prompt_guard_2_detector,PromptGuard2,benign_utility,dailylife,20.0,20.00
qwen3-coder,Qwen3-Coder,prompt_guard_2_detector,PromptGuard2,benign_utility,overall,23.33,23.33
qwen3-coder,Qwen3-Coder,prompt_guard_2_detector,PromptGuard2,benign_utility,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,prompt_guard_2_detector,PromptGuard2,benign_utility,github,30.0,30.00
qwen3-coder,Qwen3-Coder,prompt_guard_2_detector,PromptGuard2,benign_utility,dailylife,40.0,40.00
kimi-k2.5,Kimi-K2.5,prompt_guard_2_detector,PromptGuard2,benign_utility,overall,48.33,48.33
kimi-k2.5,Kimi-K2.5,prompt_guard_2_detector,PromptGuard2,benign_utility,shopping,20.0,20.00
kimi-k2.5,Kimi-K2.5,prompt_guard_2_detector,PromptGuard2,benign_utility,github,70.0,70.00
kimi-k2.5,Kimi-K2.5,prompt_guard_2_detector,PromptGuard2,benign_utility,dailylife,55.0,55.00
meta-secalign-8b,Meta-SecAlign 8B,meta_secalign,Meta-SecAlign,benign_utility,overall,5.0,5.00
meta-secalign-8b,Meta-SecAlign 8B,meta_secalign,Meta-SecAlign,benign_utility,shopping,0.0,0.00
meta-secalign-8b,Meta-SecAlign 8B,meta_secalign,Meta-SecAlign,benign_utility,github,15.0,15.00
meta-secalign-8b,Meta-SecAlign 8B,meta_secalign,Meta-SecAlign,benign_utility,dailylife,0.0,0.00
meta-secalign-70b,Meta-SecAlign 70B,meta_secalign,Meta-SecAlign,benign_utility,overall,55.0,55.00
meta-secalign-70b,Meta-SecAlign 70B,meta_secalign,Meta-SecAlign,benign_utility,shopping,40.0,40.00
meta-secalign-70b,Meta-SecAlign 70B,meta_secalign,Meta-SecAlign,benign_utility,github,55.0,55.00
meta-secalign-70b,Meta-SecAlign 70B,meta_secalign,Meta-SecAlign,benign_utility,dailylife,70.0,70.00
gpt-4o-mini,GPT-4o mini,tool_filter,Tool Filter,benign_utility,overall,6.67,6.67
gpt-4o-mini,GPT-4o mini,tool_filter,Tool Filter,benign_utility,shopping,0.0,0.00
gpt-4o-mini,GPT-4o mini,tool_filter,Tool Filter,benign_utility,github,10.0,10.00
gpt-4o-mini,GPT-4o mini,tool_filter,Tool Filter,benign_utility,dailylife,10.0,10.00
gpt-4o,GPT-4o,tool_filter,Tool Filter,benign_utility,overall,8.33,8.33
gpt-4o,GPT-4o,tool_filter,Tool Filter,benign_utility,shopping,0.0,0.00
gpt-4o,GPT-4o,tool_filter,Tool Filter,benign_utility,github,15.0,15.00
gpt-4o,GPT-4o,tool_filter,Tool Filter,benign_utility,dailylife,10.0,10.00
gpt-5.1,GPT-5.1,tool_filter,Tool Filter,benign_utility,overall,1.67,1.67
gpt-5.1,GPT-5.1,tool_filter,Tool Filter,benign_utility,shopping,0.0,0.00
gpt-5.1,GPT-5.1,tool_filter,Tool Filter,benign_utility,github,0.0,0.00
gpt-5.1,GPT-5.1,tool_filter,Tool Filter,benign_utility,dailylife,5.0,5.00
gpt-5-mini,GPT-5-mini,tool_filter,Tool Filter,benign_utility,overall,0.0,0.00
gpt-5-mini,GPT-5-mini,tool_filter,Tool Filter,benign_utility,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,tool_filter,Tool Filter,benign_utility,github,0.0,0.00
gpt-5-mini,GPT-5-mini,tool_filter,Tool Filter,benign_utility,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,tool_filter,Tool Filter,benign_utility,overall,1.67,1.67
gemini-2.5-pro,Gemini-2.5 Pro,tool_filter,Tool Filter,benign_utility,shopping,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,tool_filter,Tool Filter,benign_utility,github,5.0,5.00
gemini-2.5-pro,Gemini-2.5 Pro,tool_filter,Tool Filter,benign_utility,dailylife,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,tool_filter,Tool Filter,benign_utility,overall,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,tool_filter,Tool Filter,benign_utility,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,tool_filter,Tool Filter,benign_utility,github,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,tool_filter,Tool Filter,benign_utility,dailylife,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,tool_filter,Tool Filter,benign_utility,overall,1.67,1.67
claude-sonnet-3.5,Claude-Sonnet-3.5,tool_filter,Tool Filter,benign_utility,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,tool_filter,Tool Filter,benign_utility,github,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,tool_filter,Tool Filter,benign_utility,dailylife,5.0,5.00
claude-sonnet-4.5,Claude-Sonnet-4.5,tool_filter,Tool Filter,benign_utility,overall,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,tool_filter,Tool Filter,benign_utility,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,tool_filter,Tool Filter,benign_utility,github,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,tool_filter,Tool Filter,benign_utility,dailylife,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,tool_filter,Tool Filter,benign_utility,overall,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,tool_filter,Tool Filter,benign_utility,shopping,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,tool_filter,Tool Filter,benign_utility,github,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,tool_filter,Tool Filter,benign_utility,dailylife,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,tool_filter,Tool Filter,benign_utility,overall,5.0,5.00
llama-3.3-70b,Llama 3.3 70B,tool_filter,Tool Filter,benign_utility,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,tool_filter,Tool Filter,benign_utility,github,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,tool_filter,Tool Filter,benign_utility,dailylife,15.0,15.00
qwen3-coder,Qwen3-Coder,tool_filter,Tool Filter,benign_utility,overall,5.0,5.00
qwen3-coder,Qwen3-Coder,tool_filter,Tool Filter,benign_utility,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,tool_filter,Tool Filter,benign_utility,github,5.0,5.00
qwen3-coder,Qwen3-Coder,tool_filter,Tool Filter,benign_utility,dailylife,10.0,10.00
kimi-k2.5,Kimi-K2.5,tool_filter,Tool Filter,benign_utility,overall,0.0,0.00
kimi-k2.5,Kimi-K2.5,tool_filter,Tool Filter,benign_utility,shopping,0.0,0.00
kimi-k2.5,Kimi-K2.5,tool_filter,Tool Filter,benign_utility,github,0.0,0.00
kimi-k2.5,Kimi-K2.5,tool_filter,Tool Filter,benign_utility,dailylife,0.0,0.00
gpt-4o-mini,GPT-4o mini,camel,CaMeL,benign_utility,overall,0.0,0.00
gpt-4o-mini,GPT-4o mini,camel,CaMeL,benign_utility,shopping,0.0,0.00
gpt-4o-mini,GPT-4o mini,camel,CaMeL,benign_utility,github,0.0,0.00
gpt-4o-mini,GPT-4o mini,camel,CaMeL,benign_utility,dailylife,0.0,0.00
gpt-4o,GPT-4o,camel,CaMeL,benign_utility,overall,0.0,0.00
gpt-4o,GPT-4o,camel,CaMeL,benign_utility,shopping,0.0,0.00
gpt-4o,GPT-4o,camel,CaMeL,benign_utility,github,0.0,0.00
gpt-4o,GPT-4o,camel,CaMeL,benign_utility,dailylife,0.0,0.00
gpt-5.1,GPT-5.1,camel,CaMeL,benign_utility,overall,0.0,0.00
gpt-5.1,GPT-5.1,camel,CaMeL,benign_utility,shopping,0.0,0.00
gpt-5.1,GPT-5.1,camel,CaMeL,benign_utility,github,0.0,0.00
gpt-5.1,GPT-5.1,camel,CaMeL,benign_utility,dailylife,0.0,0.00
gpt-5-mini,GPT-5-mini,camel,CaMeL,benign_utility,overall,0.0,0.00
gpt-5-mini,GPT-5-mini,camel,CaMeL,benign_utility,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,camel,CaMeL,benign_utility,github,0.0,0.00
gpt-5-mini,GPT-5-mini,camel,CaMeL,benign_utility,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,camel,CaMeL,benign_utility,overall,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,camel,CaMeL,benign_utility,shopping,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,camel,CaMeL,benign_utility,github,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,camel,CaMeL,benign_utility,dailylife,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,camel,CaMeL,benign_utility,overall,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,camel,CaMeL,benign_utility,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,camel,CaMeL,benign_utility,github,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,camel,CaMeL,benign_utility,dailylife,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,camel,CaMeL,benign_utility,overall,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,camel,CaMeL,benign_utility,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,camel,CaMeL,benign_utility,github,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,camel,CaMeL,benign_utility,dailylife,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,camel,CaMeL,benign_utility,overall,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,camel,CaMeL,benign_utility,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,camel,CaMeL,benign_utility,github,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,camel,CaMeL,benign_utility,dailylife,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,camel,CaMeL,benign_utility,overall,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,camel,CaMeL,benign_utility,shopping,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,camel,CaMeL,benign_utility,github,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,camel,CaMeL,benign_utility,dailylife,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,camel,CaMeL,benign_utility,overall,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,camel,CaMeL,benign_utility,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,camel,CaMeL,benign_utility,github,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,camel,CaMeL,benign_utility,dailylife,0.0,0.00
qwen3-coder,Qwen3-Coder,camel,CaMeL,benign_utility,overall,0.0,0.00
qwen3-coder,Qwen3-Coder,camel,CaMeL,benign_utility,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,camel,CaMeL,benign_utility,github,0.0,0.00
qwen3-coder,Qwen3-Coder,camel,CaMeL,benign_utility,dailylife,0.0,0.00
kimi-k2.5,Kimi-K2.5,camel,CaMeL,benign_utility,overall,0.0,0.00
kimi-k2.5,Kimi-K2.5,camel,CaMeL,benign_utility,shopping,0.0,0.00
kimi-k2.5,Kimi-K2.5,camel,CaMeL,benign_utility,github,0.0,0.00
kimi-k2.5,Kimi-K2.5,camel,CaMeL,benign_utility,dailylife,0.0,0.00
gpt-4o-mini,GPT-4o mini,progent,Progent,benign_utility,overall,6.67,6.67
gpt-4o-mini,GPT-4o mini,progent,Progent,benign_utility,shopping,0.0,0.00
gpt-4o-mini,GPT-4o mini,progent,Progent,benign_utility,github,15.0,15.00
gpt-4o-mini,GPT-4o mini,progent,Progent,benign_utility,dailylife,5.0,5.00
gpt-4o,GPT-4o,progent,Progent,benign_utility,overall,6.67,6.67
gpt-4o,GPT-4o,progent,Progent,benign_utility,shopping,0.0,0.00
gpt-4o,GPT-4o,progent,Progent,benign_utility,github,15.0,15.00
gpt-4o,GPT-4o,progent,Progent,benign_utility,dailylife,5.0,5.00
gpt-5.1,GPT-5.1,progent,Progent,benign_utility,overall,15.0,15.00
gpt-5.1,GPT-5.1,progent,Progent,benign_utility,shopping,5.0,5.00
gpt-5.1,GPT-5.1,progent,Progent,benign_utility,github,25.0,25.00
gpt-5.1,GPT-5.1,progent,Progent,benign_utility,dailylife,15.0,15.00
gpt-5-mini,GPT-5-mini,progent,Progent,benign_utility,overall,23.33,23.33
gpt-5-mini,GPT-5-mini,progent,Progent,benign_utility,shopping,5.0,5.00
gpt-5-mini,GPT-5-mini,progent,Progent,benign_utility,github,35.0,35.00
gpt-5-mini,GPT-5-mini,progent,Progent,benign_utility,dailylife,30.0,30.00
gemini-2.5-pro,Gemini-2.5 Pro,progent,Progent,benign_utility,overall,25.0,25.00
gemini-2.5-pro,Gemini-2.5 Pro,progent,Progent,benign_utility,shopping,20.0,20.00
gemini-2.5-pro,Gemini-2.5 Pro,progent,Progent,benign_utility,github,30.0,30.00
gemini-2.5-pro,Gemini-2.5 Pro,progent,Progent,benign_utility,dailylife,25.0,25.00
gemini-2.5-flash,Gemini-2.5 Flash,progent,Progent,benign_utility,overall,1.67,1.67
gemini-2.5-flash,Gemini-2.5 Flash,progent,Progent,benign_utility,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,progent,Progent,benign_utility,github,5.0,5.00
gemini-2.5-flash,Gemini-2.5 Flash,progent,Progent,benign_utility,dailylife,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,progent,Progent,benign_utility,overall,13.33,13.33
claude-sonnet-3.5,Claude-Sonnet-3.5,progent,Progent,benign_utility,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,progent,Progent,benign_utility,github,25.0,25.00
claude-sonnet-3.5,Claude-Sonnet-3.5,progent,Progent,benign_utility,dailylife,15.0,15.00
claude-sonnet-4.5,Claude-Sonnet-4.5,progent,Progent,benign_utility,overall,16.67,16.67
claude-sonnet-4.5,Claude-Sonnet-4.5,progent,Progent,benign_utility,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,progent,Progent,benign_utility,github,25.0,25.00
claude-sonnet-4.5,Claude-Sonnet-4.5,progent,Progent,benign_utility,dailylife,25.0,25.00
qwen3-235b,Qwen3 235B-A22B,progent,Progent,benign_utility,overall,8.33,8.33
qwen3-235b,Qwen3 235B-A22B,progent,Progent,benign_utility,shopping,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,progent,Progent,benign_utility,github,5.0,5.00
qwen3-235b,Qwen3 235B-A22B,progent,Progent,benign_utility,dailylife,20.0,20.00
llama-3.3-70b,Llama 3.3 70B,progent,Progent,benign_utility,overall,3.33,3.33
llama-3.3-70b,Llama 3.3 70B,progent,Progent,benign_utility,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,progent,Progent,benign_utility,github,5.0,5.00
llama-3.3-70b,Llama 3.3 70B,progent,Progent,benign_utility,dailylife,5.0,5.00
qwen3-coder,Qwen3-Coder,progent,Progent,benign_utility,overall,11.67,11.67
qwen3-coder,Qwen3-Coder,progent,Progent,benign_utility,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,progent,Progent,benign_utility,github,30.0,30.00
qwen3-coder,Qwen3-Coder,progent,Progent,benign_utility,dailylife,5.0,5.00
kimi-k2.5,Kimi-K2.5,progent,Progent,benign_utility,overall,28.33,28.33
kimi-k2.5,Kimi-K2.5,progent,Progent,benign_utility,shopping,5.0,5.00
kimi-k2.5,Kimi-K2.5,progent,Progent,benign_utility,github,40.0,40.00
kimi-k2.5,Kimi-K2.5,progent,Progent,benign_utility,dailylife,40.0,40.00
gpt-4o-mini,GPT-4o mini,drift,DRIFT,benign_utility,overall,18.33,18.33
gpt-4o-mini,GPT-4o mini,drift,DRIFT,benign_utility,shopping,10.0,10.00
gpt-4o-mini,GPT-4o mini,drift,DRIFT,benign_utility,github,35.0,35.00
gpt-4o-mini,GPT-4o mini,drift,DRIFT,benign_utility,dailylife,10.0,10.00
gpt-4o,GPT-4o,drift,DRIFT,benign_utility,overall,30.0,30.00
gpt-4o,GPT-4o,drift,DRIFT,benign_utility,shopping,15.0,15.00
gpt-4o,GPT-4o,drift,DRIFT,benign_utility,github,40.0,40.00
gpt-4o,GPT-4o,drift,DRIFT,benign_utility,dailylife,35.0,35.00
gpt-5.1,GPT-5.1,drift,DRIFT,benign_utility,overall,1.67,1.67
gpt-5.1,GPT-5.1,drift,DRIFT,benign_utility,shopping,5.0,5.00
gpt-5.1,GPT-5.1,drift,DRIFT,benign_utility,github,0.0,0.00
gpt-5.1,GPT-5.1,drift,DRIFT,benign_utility,dailylife,0.0,0.00
gpt-5-mini,GPT-5-mini,drift,DRIFT,benign_utility,overall,10.0,10.00
gpt-5-mini,GPT-5-mini,drift,DRIFT,benign_utility,shopping,10.0,10.00
gpt-5-mini,GPT-5-mini,drift,DRIFT,benign_utility,github,10.0,10.00
gpt-5-mini,GPT-5-mini,drift,DRIFT,benign_utility,dailylife,10.0,10.00
gemini-2.5-pro,Gemini-2.5 Pro,drift,DRIFT,benign_utility,overall,36.67,36.67
gemini-2.5-pro,Gemini-2.5 Pro,drift,DRIFT,benign_utility,shopping,30.0,30.00
gemini-2.5-pro,Gemini-2.5 Pro,drift,DRIFT,benign_utility,github,45.0,45.00
gemini-2.5-pro,Gemini-2.5 Pro,drift,DRIFT,benign_utility,dailylife,35.0,35.00
gemini-2.5-flash,Gemini-2.5 Flash,drift,DRIFT,benign_utility,overall,18.33,18.33
gemini-2.5-flash,Gemini-2.5 Flash,drift,DRIFT,benign_utility,shopping,10.0,10.00
gemini-2.5-flash,Gemini-2.5 Flash,drift,DRIFT,benign_utility,github,25.0,25.00
gemini-2.5-flash,Gemini-2.5 Flash,drift,DRIFT,benign_utility,dailylife,20.0,20.00
claude-sonnet-3.5,Claude-Sonnet-3.5,drift,DRIFT,benign_utility,overall,33.33,33.33
claude-sonnet-3.5,Claude-Sonnet-3.5,drift,DRIFT,benign_utility,shopping,15.0,15.00
claude-sonnet-3.5,Claude-Sonnet-3.5,drift,DRIFT,benign_utility,github,35.0,35.00
claude-sonnet-3.5,Claude-Sonnet-3.5,drift,DRIFT,benign_utility,dailylife,50.0,50.00
claude-sonnet-4.5,Claude-Sonnet-4.5,drift,DRIFT,benign_utility,overall,28.33,28.33
claude-sonnet-4.5,Claude-Sonnet-4.5,drift,DRIFT,benign_utility,shopping,5.0,5.00
claude-sonnet-4.5,Claude-Sonnet-4.5,drift,DRIFT,benign_utility,github,40.0,40.00
claude-sonnet-4.5,Claude-Sonnet-4.5,drift,DRIFT,benign_utility,dailylife,40.0,40.00
qwen3-235b,Qwen3 235B-A22B,drift,DRIFT,benign_utility,overall,36.67,36.67
qwen3-235b,Qwen3 235B-A22B,drift,DRIFT,benign_utility,shopping,25.0,25.00
qwen3-235b,Qwen3 235B-A22B,drift,DRIFT,benign_utility,github,50.0,50.00
qwen3-235b,Qwen3 235B-A22B,drift,DRIFT,benign_utility,dailylife,35.0,35.00
llama-3.3-70b,Llama 3.3 70B,drift,DRIFT,benign_utility,overall,11.67,11.67
llama-3.3-70b,Llama 3.3 70B,drift,DRIFT,benign_utility,shopping,10.0,10.00
llama-3.3-70b,Llama 3.3 70B,drift,DRIFT,benign_utility,github,20.0,20.00
llama-3.3-70b,Llama 3.3 70B,drift,DRIFT,benign_utility,dailylife,5.0,5.00
qwen3-coder,Qwen3-Coder,drift,DRIFT,benign_utility,overall,20.0,20.00
qwen3-coder,Qwen3-Coder,drift,DRIFT,benign_utility,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,drift,DRIFT,benign_utility,github,40.0,40.00
qwen3-coder,Qwen3-Coder,drift,DRIFT,benign_utility,dailylife,20.0,20.00
kimi-k2.5,Kimi-K2.5,drift,DRIFT,benign_utility,overall,20.0,20.00
kimi-k2.5,Kimi-K2.5,drift,DRIFT,benign_utility,shopping,5.0,5.00
kimi-k2.5,Kimi-K2.5,drift,DRIFT,benign_utility,github,35.0,35.00
kimi-k2.5,Kimi-K2.5,drift,DRIFT,benign_utility,dailylife,20.0,20.00
gpt-4o-mini,GPT-4o mini,none,None,utility_under_attack,overall,35.69,35.69
gpt-4o-mini,GPT-4o mini,none,None,utility_under_attack,shopping,35.0,35.00
gpt-4o-mini,GPT-4o mini,none,None,utility_under_attack,github,45.56,45.56
gpt-4o-mini,GPT-4o mini,none,None,utility_under_attack,dailylife,26.5,26.50
gpt-4o,GPT-4o,none,None,utility_under_attack,overall,55.52,55.52
gpt-4o,GPT-4o,none,None,utility_under_attack,shopping,48.89,48.89
gpt-4o,GPT-4o,none,None,utility_under_attack,github,66.67,66.67
gpt-4o,GPT-4o,none,None,utility_under_attack,dailylife,51.0,51.00
gpt-5.1,GPT-5.1,none,None,utility_under_attack,overall,50.04,50.04
gpt-5.1,GPT-5.1,none,None,utility_under_attack,shopping,34.44,34.44
gpt-5.1,GPT-5.1,none,None,utility_under_attack,github,66.67,66.67
gpt-5.1,GPT-5.1,none,None,utility_under_attack,dailylife,49.0,49.00
gpt-5-mini,GPT-5-mini,none,None,utility_under_attack,overall,64.76,64.76
gpt-5-mini,GPT-5-mini,none,None,utility_under_attack,shopping,48.89,48.89
gpt-5-mini,GPT-5-mini,none,None,utility_under_attack,github,73.89,73.89
gpt-5-mini,GPT-5-mini,none,None,utility_under_attack,dailylife,71.5,71.50
gemini-2.5-pro,Gemini-2.5 Pro,none,None,utility_under_attack,overall,56.95,56.95
gemini-2.5-pro,Gemini-2.5 Pro,none,None,utility_under_attack,shopping,41.67,41.67
gemini-2.5-pro,Gemini-2.5 Pro,none,None,utility_under_attack,github,71.67,71.67
gemini-2.5-pro,Gemini-2.5 Pro,none,None,utility_under_attack,dailylife,57.5,57.50
gemini-2.5-flash,Gemini-2.5 Flash,none,None,utility_under_attack,overall,24.29,24.29
gemini-2.5-flash,Gemini-2.5 Flash,none,None,utility_under_attack,shopping,4.44,4.44
gemini-2.5-flash,Gemini-2.5 Flash,none,None,utility_under_attack,github,29.44,29.44
gemini-2.5-flash,Gemini-2.5 Flash,none,None,utility_under_attack,dailylife,39.0,39.00
claude-sonnet-3.5,Claude-Sonnet-3.5,none,None,utility_under_attack,overall,55.43,55.43
claude-sonnet-3.5,Claude-Sonnet-3.5,none,None,utility_under_attack,shopping,46.11,46.11
claude-sonnet-3.5,Claude-Sonnet-3.5,none,None,utility_under_attack,github,66.67,66.67
claude-sonnet-3.5,Claude-Sonnet-3.5,none,None,utility_under_attack,dailylife,53.5,53.50
claude-sonnet-4.5,Claude-Sonnet-4.5,none,None,utility_under_attack,overall,70.74,70.74
claude-sonnet-4.5,Claude-Sonnet-4.5,none,None,utility_under_attack,shopping,53.89,53.89
claude-sonnet-4.5,Claude-Sonnet-4.5,none,None,utility_under_attack,github,73.33,73.33
claude-sonnet-4.5,Claude-Sonnet-4.5,none,None,utility_under_attack,dailylife,85.0,85.00
qwen3-235b,Qwen3 235B-A22B,none,None,utility_under_attack,overall,10.74,10.74
qwen3-235b,Qwen3 235B-A22B,none,None,utility_under_attack,shopping,0.56,0.56
qwen3-235b,Qwen3 235B-A22B,none,None,utility_under_attack,github,11.67,11.67
qwen3-235b,Qwen3 235B-A22B,none,None,utility_under_attack,dailylife,20.0,20.00
llama-3.3-70b,Llama 3.3 70B,none,None,utility_under_attack,overall,6.15,6.15
llama-3.3-70b,Llama 3.3 70B,none,None,utility_under_attack,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,none,None,utility_under_attack,github,4.44,4.44
llama-3.3-70b,Llama 3.3 70B,none,None,utility_under_attack,dailylife,14.0,14.00
qwen3-coder,Qwen3-Coder,none,None,utility_under_attack,overall,15.76,15.76
qwen3-coder,Qwen3-Coder,none,None,utility_under_attack,shopping,3.33,3.33
qwen3-coder,Qwen3-Coder,none,None,utility_under_attack,github,24.44,24.44
qwen3-coder,Qwen3-Coder,none,None,utility_under_attack,dailylife,19.5,19.50
kimi-k2.5,Kimi-K2.5,none,None,utility_under_attack,overall,54.17,54.17
kimi-k2.5,Kimi-K2.5,none,None,utility_under_attack,shopping,42.22,42.22
kimi-k2.5,Kimi-K2.5,none,None,utility_under_attack,github,62.78,62.78
kimi-k2.5,Kimi-K2.5,none,None,utility_under_attack,dailylife,57.5,57.50
gpt-4o-mini,GPT-4o mini,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,overall,37.78,37.78
gpt-4o-mini,GPT-4o mini,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,shopping,34.44,34.44
gpt-4o-mini,GPT-4o mini,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,github,48.89,48.89
gpt-4o-mini,GPT-4o mini,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,dailylife,30.0,30.00
gpt-4o,GPT-4o,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,overall,56.13,56.13
gpt-4o,GPT-4o,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,shopping,46.67,46.67
gpt-4o,GPT-4o,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,github,67.22,67.22
gpt-4o,GPT-4o,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,dailylife,54.5,54.50
gpt-5.1,GPT-5.1,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,overall,53.78,53.78
gpt-5.1,GPT-5.1,repeat_user_prompt,Prompt Sandwiching,utility_under_attack,shopping,40.0,40.00
